geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.82791090523514, 144.96738377832102","{""coordinates"": [[[144.96750044292872, -37.82727270810933], [144.9674769892344, -37.82729933845676], [144.9674750119102, -37.827371398295114], [144.96746340862802, -37.82738020972635], [144.9674621727894, -37.82742524712443], [144.96742563269396, -37.827514733764545], [144.96742464400012, -37.82755076368138], [144.96738884532726, -37.827613227868405], [144.96738538481623, -37.827739332571255], [144.9673387242051, -37.82778358572181], [144.96733748827276, -37.82782862311332], [144.9674500614251, -37.827866613605615], [144.96746067609917, -37.82789383209416], [144.96742413574484, -37.827983318720435], [144.96738561783167, -37.82814486515643], [144.96736166943265, -37.82818951042388], [144.96736068068373, -37.82822554033513], [144.96733673224162, -37.82827018559575], [144.96729821396124, -37.82843173198599], [144.96727426540966, -37.828476377229414], [144.96719328817187, -37.82852904955662]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5933,6749,5816,155.7234965306696
"-37.829372260867174, 144.98268470386466","{""coordinates"": [[[144.98260149258033, -37.82929874094978], [144.98276791514903, -37.829445780784575]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5968,6779,5963,21.931712199222446
"-37.82884109178604, 144.9796799800844","{""coordinates"": [[[144.97881068384402, -37.829567158183316], [144.97883339690642, -37.82956754811015], [144.97886672909863, -37.82959515561188], [144.97890079870646, -37.82959574048463], [144.97892302019068, -37.829614145474665], [144.97894597906048, -37.829605527839945], [144.97904818790622, -37.82960728236029], [144.97905929866755, -37.829616484842454], [144.97910472483002, -37.829617264596706], [144.97913805714845, -37.829644872024886], [144.9793762988845, -37.82965797292513], [144.9793879011716, -37.82964916029227], [144.97943332736332, -37.82964993992035], [144.97945653191914, -37.82963231464167], [144.97950195810245, -37.82963309424299], [144.9795365191806, -37.82961566384539], [144.97961576927855, -37.829626035625715], [144.97966242398414, -37.82958177744412], [144.97969649360255, -37.82958236208653], [144.97980091364684, -37.82950304804843], [144.9798352289143, -37.82949462510435], [144.97989296122677, -37.82737785151364]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5794,6790,5977,337.20036981487874
"-37.82859598149477, 144.91485407687537","{""coordinates"": [[[144.91484839891206, -37.82859588093139], [144.91485975483866, -37.82859608205815]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5991,6801,5990,0.999999999476131
"-37.82761320444976, 144.91911599975614","{""coordinates"": [[[144.91890016779914, -37.82591901106057], [144.9189223727816, -37.82593742692194], [144.9189211075071, -37.8259824629572], [144.9189428064077, -37.82601889322934], [144.91894179419526, -37.82605492205755], [144.91896374617676, -37.82608234511928], [144.91896298702352, -37.82610936674053], [144.91898468597932, -37.82614579700592], [144.91899249888337, -37.82627209862212], [144.9190361499777, -37.826335951933075], [144.91903311343648, -37.826444038417556], [144.9190215047623, -37.82645284490968], [144.91902074562, -37.82647986653022], [144.91909846378138, -37.82654432196289], [144.91909770466467, -37.826571343584334], [144.91913025339448, -37.82662598894868], [144.9191294942871, -37.8266530105703], [144.9191509404394, -37.82669844801617], [144.91914942223477, -37.82675249125929], [144.91916052487682, -37.82676169917032], [144.91915925970952, -37.826806735206084], [144.91914739795556, -37.82682454891596], [144.91918095895196, -37.8268431654401], [144.91919104948957, -37.82688840217734], [144.9192132548264, -37.82690681799166], [144.9192117366558, -37.826960861235015], [144.91923368899253, -37.82698828425328], [144.919221574197, -37.82701510517697], [144.9192437795782, -37.8270335209865], [144.91927556953826, -37.82711518793758], [144.9192748104705, -37.82714220955943], [144.91929701590206, -37.827160625360065], [144.9192942326728, -37.82725970464012], [144.91928262389604, -37.82726851115401], [144.91932754088256, -37.827287328335345], [144.91931593210512, -37.827296134852475], [144.91932703484702, -37.827305342749995], [144.91932627579286, -37.82733236437187], [144.91936967474956, -37.8274052247825], [144.9193893501649, -37.82751371264173], [144.91941155573303, -37.82753212842377], [144.91940927864135, -37.8276131932902], [144.91944258704845, -37.82764081695724], [144.91945217182047, -37.82770406808908], [144.91947437745972, -37.827722483860846], [144.91947210042116, -37.82780354872788], [144.91948320325628, -37.82781275661273], [144.91946881134933, -37.82792064242252], [144.91959094286844, -37.82802192910916], [144.91958461802489, -37.82824710929752], [144.91959572093845, -37.828256317173484], [144.91958411203436, -37.82826512371218], [144.91958259406005, -37.82831916695578], [144.91955937622572, -37.82833678002851], [144.91949098769504, -37.828344583183814], [144.91946776983147, -37.82836219623752], [144.91943370205962, -37.828361594189936], [144.91939887523225, -37.82838801375076], [144.91927370700137, -37.82839481332581], [144.91921616824013, -37.82842083142838], [144.91911371180902, -37.828428032239785], [144.91905617296885, -37.82845405026158], [144.91890854582036, -37.82845144079636], [144.91879346792845, -37.8285034766044], [144.9187364351247, -37.82851148006016], [144.91870186109026, -37.82852889220277], [144.91856558976866, -37.828526483058255], [144.918519659744, -37.828543694376684], [144.9185085569276, -37.82853448640228], [144.91845076466825, -37.82856951131945], [144.91839373178402, -37.828577514606444], [144.91835915764207, -37.828594926644925], [144.91829102193338, -37.82859372189233], [144.91826780371457, -37.8286113346979], [144.9182223799009, -37.82861053149835], [144.91816458745168, -37.82864555626883], [144.91813051957777, -37.8286449538405], [144.91811891044304, -37.82865376022719]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5992,6803,5676,433.3649620394019
"-37.828600384521216, 144.914848272125","{""coordinates"": [[[144.91484839891206, -37.82859588093139], [144.91484814533794, -37.828604888111045]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5993,6804,5990,1.0000000018626451
"-37.82863201021343, 144.91485306258102","{""coordinates"": [[[144.91484738461497, -37.82863190964992], [144.9148587405471, -37.828632110776944]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6001,6815,6000,0.9999999978463165
"-37.8286276071871, 144.91485886733363","{""coordinates"": [[[144.91485899412018, -37.82862310359726], [144.9148587405471, -37.828632110776944]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6001,6816,5998,1.0000000018626451
"-37.82978417019571, 144.9869158255176","{""coordinates"": [[[144.9866400120044, -37.82953008494168], [144.98672890589145, -37.82960369925072], [144.98703881183644, -37.829906386760335], [144.9871943777334, -37.830035211267145]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6008,6824,5970,74.39086838958063
"-37.829045518608424, 144.9809722931231","{""coordinates"": [[[144.98100102131284, -37.82799163497522], [144.98094356493334, -37.83009940224162]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6021,6840,5862,234.00000000093132
"-37.828840307210115, 144.90374689937045","{""coordinates"": [[[144.90374122142873, -37.82884020611073], [144.9037525773122, -37.82884040830949]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6033,6852,6032,0.9999999974970706
"-37.83016112832398, 144.97928871923222","{""coordinates"": [[[144.97928304091948, -37.830161030863486], [144.97929439754498, -37.83016122578448]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6037,6859,6036,1.0000000002328306
"-37.83016132324443, 144.97930007585776","{""coordinates"": [[[144.97929439754498, -37.83016122578448], [144.97930575417055, -37.830161420704385]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6038,6860,6037,0.9999999973224476
"-37.83016171308205, 144.97932278910918","{""coordinates"": [[[144.97931711079627, -37.8301616156232], [144.97932846742205, -37.83016181054091]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6040,6862,6039,0.9999999959254637
"-37.83016268765696, 144.97937957223962","{""coordinates"": [[[144.97937389392644, -37.830162590200835], [144.97938525055278, -37.83016278511308]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6045,6867,6044,0.9999999971478246
"-37.83016346729718, 144.9794249987459","{""coordinates"": [[[144.97941932043253, -37.83016336984325], [144.9794306770593, -37.83016356475111]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6049,6871,6048,0.9999999987194315
"-37.83016385711073, 144.97944771199974","{""coordinates"": [[[144.9794420336862, -37.83016375965789], [144.97945339031324, -37.830163954563574]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6051,6873,6050,0.9999999997089617
"-37.83016572955516, 144.97929427466798","{""coordinates"": [[[144.97929439754498, -37.83016122578448], [144.97929415179098, -37.83017023332585]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6053,6876,6037,1.0000000018626451
"-37.83017033078583, 144.97929983010448","{""coordinates"": [[[144.97929415179098, -37.83017023332585], [144.97930550841798, -37.830170428245815]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6054,6877,6053,1.0000000036670826
"-37.830170525705256, 144.9793111867315","{""coordinates"": [[[144.97930550841798, -37.830170428245815], [144.97931686504504, -37.83017062316469]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6055,6879,6054,0.9999999961582944
"-37.83017091554081, 144.97933389998587","{""coordinates"": [[[144.97932822167223, -37.83017081808247], [144.97933957829954, -37.83017101299915]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6057,6883,6056,0.9999999994179234
"-37.83017247483927, 144.9794247530078","{""coordinates"": [[[144.9794190746937, -37.83017237738531], [144.9794304313219, -37.83017257229324]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6065,6899,6064,1.0000000027939677
"-37.8289894528561, 144.98006065493473","{""coordinates"": [[[144.9801677207407, -37.827301459658884], [144.98009574865623, -37.829940671339855], [144.98008414640296, -37.82994948404318], [144.98008316377792, -37.82998551422745], [144.98002490677644, -37.83003858526968], [144.98000961950413, -37.83018251114683], [144.9799071641246, -37.830189764983054], [144.97987235717054, -37.830216203027256], [144.97972472088554, -37.83021366969029], [144.97970249902198, -37.830195264842565], [144.97956646514757, -37.830183918645936], [144.97955535423907, -37.83017471620827], [144.97946450120708, -37.83017315701047]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6068,6911,5782,372.8379438702656
"-37.83007457848576, 144.97815562669325","{""coordinates"": [[[144.9773462253611, -37.82993852513657], [144.9773575819389, -37.82993872024334], [144.977390667739, -37.82997533568155], [144.9774600371189, -37.82993146862363], [144.97748250430186, -37.82994086634572], [144.97752916045116, -37.82989660905413], [144.97755162763315, -37.82990600676304], [144.977666669077, -37.82985391238564], [144.97775776755466, -37.82984646542581], [144.97779232912208, -37.82982903555559], [144.97788293571568, -37.8298396035653], [144.97789380043932, -37.82985781368805], [144.97790540292866, -37.829849001207556], [144.977939226717, -37.82985859389601], [144.97796243168278, -37.82984096892452], [144.9780735383617, -37.82993299469488], [144.97808391134714, -37.829969219871394], [144.97807230885877, -37.82997803236938], [144.97807107935307, -37.83002307004354], [144.97805923095154, -37.8300408900746], [144.97810367375533, -37.83007770036161], [144.9781142926696, -37.83010491800075], [144.97815898143043, -37.830132720733374], [144.97816935448154, -37.8301689459032], [144.97820244079116, -37.830205561126256], [144.9782007195791, -37.83026861387256], [144.97823405183104, -37.83029622155265], [144.97830219166576, -37.83029739167263], [144.97831330243088, -37.830306594224524], [144.9784498279879, -37.83029992679745], [144.97848316034947, -37.83032753440992], [144.97851723028597, -37.830328119403184], [144.97858684520958, -37.83027524413681], [144.97858733689125, -37.830257229062234], [144.9785989393659, -37.83024841651335], [144.97862140679763, -37.83025781402444], [144.9786569516977, -37.830204353750446], [144.97872607475895, -37.83016949347065], [144.97876014462793, -37.83017007839158], [144.9787712554335, -37.8301792809015], [144.97880606274802, -37.83015284319351], [144.97884037842002, -37.83014442055222], [144.97890851814068, -37.83014559031746], [144.97893024818916, -37.83018201038787], [144.97896431806817, -37.83018259524991]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6071,6921,6011,206.8634538672676
"-37.8294012794391, 144.90691229679152","{""coordinates"": [[[144.90690661879526, -37.82940117849105], [144.90691797478775, -37.82940138038714]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6102,6943,6101,1.0000000019790605
"-37.82946366398489, 144.90952121396566","{""coordinates"": [[[144.90951824581668, -37.82945659292966], [144.9095179915868, -37.82946560007737], [144.90952934760807, -37.82946580172197]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6108,6951,6106,2.00000000174623
"-37.82954715421104, 144.90362976429503","{""coordinates"": [[[144.90385644944334, -37.829184700637406], [144.9038513511091, -37.829364842944614], [144.90383923038635, -37.829391662098374], [144.9036299790053, -37.82955915762079], [144.903629469112, -37.82957717184803], [144.9033273286941, -37.82981510594572], [144.90332681872252, -37.82983312016867], [144.90330334169107, -37.82985973701295]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6130,6974,6084,94.42366321960891
