geo_point_2d,lat,lon,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,operator,diameter,material,height_mm,mat_desc,dnstr_inv,connection_status,pipe_length_m,pipe_age_yr
"-37.826197871571225, 144.97255853447072",-37.826197871571225,144.97255853447072,"{""coordinates"": [[144.97252103671843, -37.82619142678602], [144.972596032223, -37.82620431635643]], ""type"": ""LineString""}",NA,1376112,NA,1376111,1376756,NA,4,City of Melbourne,NA,Unknown,NA,NA,NA,Both connections recorded,6.755775973749323,NA
"-37.82619011620575, 144.9725119153647",-37.82619011620575,144.9725119153647,"{""coordinates"": [[144.97250279401098, -37.826188805625485], [144.97252103671843, -37.82619142678602]], ""type"": ""LineString""}",NA,NA,NA,1376112,1376757,NA,3,City of Melbourne,NA,Unknown,NA,NA,NA,Downstream missing,1.6322137412765663,NA
"-37.813602593609644, 144.94252163670987",-37.813602593609644,144.94252163670987,"{""coordinates"": [[144.9425226586803, -37.81359701501037], [144.94251963309324, -37.8135999414203], [144.9425199489022, -37.81360247743245], [144.94252509495834, -37.81360815462546]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503747,0,4.92136157740221,City of Melbourne,150,Concrete,0,NA,NA,Both connections missing,1.4790829026392491,14
"-37.81769658244799, 144.946249193676",-37.81769658244799,144.946249193676,"{""coordinates"": [[144.94618779744505, -37.81755563867625], [144.94631058990694, -37.817837526219726]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503788,150,4.92136156067572,City of Melbourne,NA,Metal,150,NA,NA,Both connections missing,33.102962701744815,14
"-37.821921978660356, 144.94778572186954",-37.821921978660356,144.94778572186954,"{""coordinates"": [[144.94773837201598, -37.82174492633006], [144.94783307172312, -37.82209903099064]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1505369,0,4.92773763312056,City of Melbourne,525,Concrete,0,NA,NA,Both connections missing,40.177834092048954,14
"-37.818161081839406, 144.9781439262423",-37.818161081839406,144.9781439262423,"{""coordinates"": [[144.97803935967215, -37.81816587928293], [144.97824849281244, -37.81815628439589]], ""type"": ""LineString""}",2007-01-01,NA,NA,NA,1379118,0,4.81698077081658,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,18.44471216208482,19
"-37.81991448583087, 144.95857525667168",-37.81991448583087,144.95857525667168,"{""coordinates"": [[144.9588677529091, -37.81983148720224], [144.9582827604343, -37.819997484459506]], ""type"": ""LineString""}",1897-01-01,1140359,NA,1140361,1128965,0,2.17951554476523,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,54.70289146457642,129
"-37.80365435515936, 144.9585814227044",-37.80365435515936,144.9585814227044,"{""coordinates"": [[144.95845946218793, -37.80338982367818], [144.95870338322092, -37.80391888664054]], ""type"": ""LineString""}",1939-01-01,1148610,NA,1148614,1129450,0,3.17941755146814,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,62.52785975883707,87
"-37.80030999945625, 144.96411528226986",-37.80030999945625,144.96411528226986,"{""coordinates"": [[144.96413442047526, -37.800279786248076], [144.96409614406448, -37.80034021266443]], ""type"": ""LineString""}",1942-01-01,1147663,NA,1147697,1130031,0,3.25086219301518,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,7.506402476023181,84
"-37.814054731675796, 144.9641159890508",-37.814054731675796,144.9641159890508,"{""coordinates"": [[144.9642103739688, -37.81402699157758], [144.9640216041328, -37.81408247177401]], ""type"": ""LineString""}",1982-01-01,1143059,NA,1143060,1136756,0,4.27645611734015,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,17.725893538676058,44
"-37.82483668212586, 144.93603191253266",-37.82483668212586,144.93603191253266,"{""coordinates"": [[144.93608011679248, -37.82479976361932], [144.93598370827286, -37.824873600632415]], ""type"": ""LineString""}",1994-01-01,1151485,NA,1145454,1135151,0,4.49496759191704,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,11.798689485087724,32
"-37.814736936550204, 144.97967215192187",-37.814736936550204,144.97967215192187,"{""coordinates"": [[144.9796690741288, -37.81472066253613], [144.97967522971499, -37.814753210564284]], ""type"": ""LineString""}",NA,1154752,NA,1154753,1154518,0,NA,City of Melbourne,150,Plastic,0,Unknown,NA,Both connections recorded,3.6530370144846915,NA
"-37.829179623409345, 144.97433105784103",-37.829179623409345,144.97433105784103,"{""coordinates"": [[144.97432561498488, -37.82916635007158], [144.97433650069715, -37.82919289674712]], ""type"": ""LineString""}",NA,1376080,NA,NA,1376835,NA,4,City of Melbourne,225,Concrete,NA,NA,NA,Upstream missing,3.0984307920868326,NA
"-37.82434962406599, 144.94268454639257",-37.82434962406599,144.94268454639257,"{""coordinates"": [[144.9427530698181, -37.82433460350416], [144.94261602296706, -37.82436464462782]], ""type"": ""LineString""}",2001-01-01,1145569,NA,1145568,1135140,0,4.68728232050461,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,12.518061890304336,25
"-37.82293583888346, 144.97599520829328",-37.82293583888346,144.97599520829328,"{""coordinates"": [[144.9759758931466, -37.8229221176165], [144.97601452343994, -37.82294956015042]], ""type"": ""LineString""}",1981-01-01,1142556,NA,1142557,1136820,0,4.18910067568779,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,4.565679457537333,45
"-37.79624128689201, 144.91922700438573",-37.79624128689201,144.91922700438573,"{""coordinates"": [[144.9192235039566, -37.796267787088155], [144.9192305048149, -37.79621478669586]], ""type"": ""LineString""}",1995-01-01,1145209,NA,1145210,1133688,0,4.51848149857376,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,5.914879345149856,31
"-37.82269150278533, 144.91046549700098",-37.82269150278533,144.91046549700098,"{""coordinates"": [[144.91045148684134, -37.82269499308208], [144.9104795071606, -37.822688012488584]], ""type"": ""LineString""}",1994-01-01,1145845,NA,1145844,1135489,0,4.49496744950934,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.5858145760583597,32
"-37.82767751450784, 144.96598676186636",-37.82767751450784,144.96598676186636,"{""coordinates"": [[144.96589176706078, -37.82799451735672], [144.9660817566719, -37.82736051165895]], ""type"": ""LineString""}",1981-01-01,1141683,NA,1141682,1135032,0,4.18910139624202,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,72.33084006196323,45
"-37.81078700189889, 144.9859441217798",-37.81078700189889,144.9859441217798,"{""coordinates"": [[144.98587854563178, -37.81077998611123], [144.9860096979278, -37.810794017686554]], ""type"": ""LineString""}",1996-01-01,1150968,NA,1147242,1133248,0,4.57913053864078,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,11.653500165138267,30
"-37.80063838328235, 144.95591493820746",-37.80063838328235,144.95591493820746,"{""coordinates"": [[144.95600646911694, -37.800711437619015], [144.95582340729794, -37.80056532894567]], ""type"": ""LineString""}",1923-01-01,1149616,NA,1149615,1129351,0,2.79846521440697,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,22.867364086074918,103
"-37.816673260383425, 144.96042618243598",-37.816673260383425,144.96042618243598,"{""coordinates"": [[144.96044442422286, -37.816659924013855], [144.96040794064913, -37.816686596753]], ""type"": ""LineString""}",1926-01-01,1150560,NA,1140471,1132112,0,2.86990894348983,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,4.368525925777446,100
"-37.801677041102714, 144.92895524624006",-37.801677041102714,144.92895524624006,"{""coordinates"": [[144.9289344561605, -37.801774768561835], [144.92897603631963, -37.80157931364359]], ""type"": ""LineString""}",1940-01-01,1152291,NA,1152293,1138124,0,NA,4,NA,Unknown,0,Unknown,NA,Both connections recorded,22.00096323466466,86
"-37.80214255994208, 144.91922051717648",-37.80214255994208,144.91922051717648,"{""coordinates"": [[144.91922544139018, -37.80206676067548], [144.91921559296276, -37.80221835920867]], ""type"": ""LineString""}",1938-01-01,1150118,NA,1146507,1130893,0,3.15562372287145,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,16.848674840052748,88
"-37.812252549540105, 144.98839686893524",-37.812252549540105,144.98839686893524,"{""coordinates"": [[144.9883665250549, -37.81224901401078], [144.98842721281562, -37.81225608506943]], ""type"": ""LineString""}",1904-01-01,1147292,NA,1147294,1132899,0,2.34606652294659,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,5.401241495035708,122
"-37.792521673089496, 144.91816563591166",-37.792521673089496,144.91816563591166,"{""coordinates"": [[144.91831548054722, -37.7926732870925], [144.9180157912761, -37.79237005908649]], ""type"": ""LineString""}",1943-01-01,1151645,NA,1151644,1135599,0,3.27465309702541,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,42.77267182942874,83
"-37.815186635839794, 144.95588167667663",-37.815186635839794,144.95588167667663,"{""coordinates"": [[144.95587570894915, -37.81517349764747], [144.95588764440416, -37.81519977403212]], ""type"": ""LineString""}",1927-01-01,1148848,NA,1140074,1127234,0,2.89370421516482,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,3.1000687144133448,99
"-37.783903870579984, 144.96321502423098",-37.783903870579984,144.96321502423098,"{""coordinates"": [[144.9631906717571, -37.78416229309825], [144.96323937670485, -37.78364544806172]], ""type"": ""LineString""}",NA,1452481,NA,1452484,1453026,0,3,City of Melbourne,300,Concrete,0,NA,NA,Both connections recorded,57.52608246479071,NA
"-37.84098463852419, 144.97888211283208",-37.84098463852419,144.97888211283208,"{""coordinates"": [[144.9788643760438, -37.84098790265681], [144.97889984962035, -37.84098137439157]], ""type"": ""LineString""}",NA,NA,NA,1376046,1376937,NA,4,City of Melbourne,950,Concrete,NA,NA,NA,Downstream missing,3.205419570368333,NA
"-37.820080722487575, 144.96965059690186",-37.820080722487575,144.96965059690186,"{""coordinates"": [[144.9696569823204, -37.82011101523359], [144.9696442114833, -37.82005042974156]], ""type"": ""LineString""}",NA,NA,NA,1452733,1452760,0,4,City of Melbourne,300,Concrete,0,NA,NA,Downstream missing,6.817930977600172,NA
"-37.81798322540425, 144.9736091449974",-37.81798322540425,144.9736091449974,"{""coordinates"": [[144.97316859591598, -37.81801479965464], [144.9740496940788, -37.81795165115384]], ""type"": ""LineString""}",NA,1474302,NA,1474277,1476803,NA,3,City of Melbourne,225,Concrete,NA,NA,NA,Both connections recorded,77.89588205126991,NA
"-37.817480115445896, 144.97257855735802",-37.817480115445896,144.97257855735802,"{""coordinates"": [[144.9722260980357, -37.81757390142069], [144.97293101668032, -37.817386329471105]], ""type"": ""LineString""}",NA,1474282,NA,1474283,1476789,NA,3,City of Melbourne,375,Concrete,NA,NA,NA,Both connections recorded,65.4664771261047,NA
"-37.818304806034604, 144.97399873833044",-37.818304806034604,144.97399873833044,"{""coordinates"": [[144.97380064758062, -37.81831805577816], [144.97419682908026, -37.81829155629106]], ""type"": ""LineString""}",NA,1474288,NA,1474289,1476807,NA,3,City of Melbourne,225,Concrete,NA,NA,NA,Both connections recorded,35.00705521154264,NA
"-37.828550433958284, 144.967306287918",-37.828550433958284,144.967306287918,"{""coordinates"": [[144.96730975504968, -37.828537512851256], [144.9673028207863, -37.82856335506531]], ""type"": ""LineString""}",1981-01-01,1141826,NA,1141826,1134901,0,4.18910144875943,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.932555127253744,45
"-37.82543828061396, 144.95620257070783",-37.82543828061396,144.95620257070783,"{""coordinates"": [[144.95609486614055, -37.825504495950575], [144.95631027527514, -37.82537206527734]], ""type"": ""LineString""}",1940-01-01,1152500,NA,1145604,1137078,0,3.20320764730447,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,23.99409416370463,86
"-37.811232355389265, 144.96192394060864",-37.811232355389265,144.96192394060864,"{""coordinates"": [[144.96198445122096, -37.811214901584556], [144.9618634299963, -37.81124980919398]], ""type"": ""LineString""}",1932-01-01,1148734,NA,1140968,1126855,0,3.01273569869852,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,11.339255213024693,94
"-37.82283352480286, 144.95758527449073",-37.82283352480286,144.95758527449073,"{""coordinates"": [[144.9575987997023, -37.822850515852416], [144.9575717492791, -37.822816533753304]], ""type"": ""LineString""}",1940-01-01,1152604,NA,1141975,1137703,0,3.2032074030552,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,4.460760585369005,86
"-37.809630162122644, 144.97094607572274",-37.809630162122644,144.97094607572274,"{""coordinates"": [[144.9713425135001, -37.809514918003536], [144.97054963794537, -37.80974540624175]], ""type"": ""LineString""}",1949-01-01,1140737,NA,1140729,1138333,0,3.44530428149768,City of Melbourne,300,Metal,0,Unknown,NA,Both connections recorded,74.35911797981034,77
"-37.81874984876552, 144.96531650687186",-37.81874984876552,144.96531650687186,"{""coordinates"": [[144.9651189671372, -37.81832342110001], [144.96551404660653, -37.81917627643102]], ""type"": ""LineString""}",1883-01-01,NA,NA,1152680,1128347,2850,NA,4,NA,Brick,3700,Main Drain,NA,Downstream missing,100.85026409526266,143
"-37.81794664850611, 144.964944050215",-37.81794664850611,144.964944050215,"{""coordinates"": [[144.9649157181744, -37.81788456752728], [144.96497238225558, -37.818008729484944]], ""type"": ""LineString""}",1884-01-01,1150415,NA,1150414,1131748,2150,NA,4,NA,Brick,2600,Main Drain,NA,Both connections recorded,14.656446287906666,142
"-37.79932625470365, 144.94787965065103",-37.79932625470365,144.94787965065103,"{""coordinates"": [[144.94830231608032, -37.79937281666717], [144.94745698522175, -37.79927969274013]], ""type"": ""LineString""}",1915-01-01,1152947,NA,1152946,1138493,1800,NA,4,NA,Brick,1750,Main Drain,NA,Both connections recorded,75.16342850792903,111
"-37.842896531681404, 144.97956313865583",-37.842896531681404,144.97956313865583,"{""coordinates"": [[144.97947994855497, -37.84266900375324], [144.9796463287567, -37.84312405960958]], ""type"": ""LineString""}",NA,1376062,NA,1376063,1376926,NA,4,City of Melbourne,600,Concrete,NA,NA,NA,Both connections recorded,52.58849804821655,NA
"-37.8254626872468, 144.97438650910442",-37.8254626872468,144.97438650910442,"{""coordinates"": [[144.97440102220006, -37.82546167979841], [144.97437199600876, -37.82546369469518]], ""type"": ""LineString""}",NA,NA,NA,1376162,1376901,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Downstream missing,2.5652394509778005,NA
"-37.805721539572986, 144.95581475415585",-37.805721539572986,144.95581475415585,"{""coordinates"": [[144.9558235185141, -37.805672366302886], [144.9558059897976, -37.80577071284308]], ""type"": ""LineString""}",1922-01-01,1149532,NA,1143829,1129165,0,2.77467206903732,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,11.024364436091746,104
"-37.77944988647817, 144.94161387390642",-37.77944988647817,144.94161387390642,"{""coordinates"": [[144.94168259828197, -37.77941477997263], [144.94154514953087, -37.779484992983704]], ""type"": ""LineString""}",2005-01-01,1153089,NA,1153104,1138654,0,4.77376765663916,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,14.39961527565998,21
